Name,Course,Sector,Links
The growing megafire crisis — and how to contain it,Stephanie Honchell Smith,Jul 2023,https://www.ted.com/talks/george_t_whitesides_the_growing_megafire_crisis_and_how_to_contain_it
The habit that could improve your career,Manu Peni,Jan 2023,https://www.ted.com/talks/paul_catchlove_the_habit_that_could_improve_your_career
The harm reduction model of drug addiction treatment,Jason B. Rosenthal,Apr 2018,https://www.ted.com/talks/mark_tyndall_the_harm_reduction_model_of_drug_addiction_treatment
The haunting truth of ghost stories,Chibeze Ezekiel,Oct 2021,https://www.ted.com/talks/coya_paz_brownrigg_the_haunting_truth_of_ghost_stories
The healing power of reading,Emma Lazarus,Jun 2019,https://www.ted.com/talks/michelle_kuo_the_healing_power_of_reading
The health benefits of clowning around,Kristen Wenz,Feb 2020,https://www.ted.com/talks/matthew_a_wilson_the_health_benefits_of_clowning_around
The hidden history found in your teeth,Taken for Granted,Feb 2021,https://www.ted.com/talks/carolyn_freiwald_the_hidden_history_found_in_your_teeth
The hidden life of Rosa Parks,Poet Ali,Apr 2020,https://www.ted.com/talks/riche_d_richardson_the_hidden_life_of_rosa_parks
The hidden messages in multiplication,Matilda Ho,Sep 2017,https://www.ted.com/talks/uma_adwani_the_hidden_messages_in_multiplication
The hidden network that makes the internet possible,Flor de Toloache,Apr 2019,https://www.ted.com/talks/sajan_saini_the_hidden_network_that_makes_the_internet_possible
The hidden opportunities of the informal economy,Scott Williams,Nov 2017,https://www.ted.com/talks/niti_bhan_the_hidden_opportunities_of_the_informal_economy
The hidden power of sad songs and rainy days,Fabio Pacucci,Mar 2022,https://www.ted.com/talks/susan_cain_and_min_kym_the_hidden_power_of_sad_songs_and_rainy_days
The hidden role informal caregivers play in health care,Phil Tetlow,Jan 2018,https://www.ted.com/talks/scott_williams_the_hidden_role_informal_caregivers_play_in_health_care
The hidden treasures of Timbuktu,Richard Coffin,Oct 2020,https://www.ted.com/talks/elizabeth_cox_the_hidden_treasures_of_timbuktu
The hidden ways stairs shape your life,Sarah Murray,Mar 2018,https://www.ted.com/talks/david_rockwell_the_hidden_ways_stairs_shape_your_life
The hidden wonders of soil,Countdown,Jun 2022,https://www.ted.com/talks/jane_zelikova_the_hidden_wonders_of_soil
The high-stakes race to make quantum computers work,Cindy Gallop,Aug 2019,https://www.ted.com/talks/chiara_decaroli_the_high_stakes_race_to_make_quantum_computers_work
The historic women's suffrage march on Washington,Levon Biss,Mar 2019,https://www.ted.com/talks/michelle_mehrtens_the_historic_women_s_suffrage_march_on_washington
The historical significance of smell,Eve Pearlman,Mar 2019,https://www.ted.com/talks/caro_verbeek_the_historical_significance_of_smell
The history (and future) of women in STEM,Paul Bloom,Mar 2023,https://www.ted.com/talks/nathalia_holt_the_history_and_future_of_women_in_stem
The history of Tea,Daan Roosegaarde,May 2017,https://www.ted.com/talks/shunan_teng_the_history_of_tea
The history of a name,Colin Averill,Dec 2022,https://www.ted.com/talks/bettye_kearse_the_history_of_a_name
The history of chocolate,Sofi Tukker,Mar 2017,https://www.ted.com/talks/deanna_pucciarelli_the_history_of_chocolate
The history of human emotions,Ise Lyfe,Dec 2017,https://www.ted.com/talks/tiffany_watt_smith_the_history_of_human_emotions
The history of the world according to cats,David Puts,Jan 2019,https://www.ted.com/talks/eva_maria_geigl_the_history_of_the_world_according_to_cats
The human insights missing from big data,Sara DeWitt,Jul 2017,https://www.ted.com/talks/tricia_wang_the_human_insights_missing_from_big_data
The human skills we need in an unpredictable world,Kristie Ebi,Aug 2019,https://www.ted.com/talks/margaret_heffernan_the_human_skills_we_need_in_an_unpredictable_world
The human stories behind mass incarceration,Yuval Noah Harari,Mar 2018,https://www.ted.com/talks/eve_abrams_the_human_stories_behind_mass_incarceration
The humans at the center of the US immigration debate,Zahra Biabani,Jun 2022,https://www.ted.com/talks/ali_noorani_the_humans_at_the_center_of_the_us_immigration_debate
The imaginary king who changed the real world,Karin Öberg,Mar 2020,https://www.ted.com/talks/matteo_salvadore_the_imaginary_king_who_changed_the_real_world
The impact of a TED Talk — one year later,Yannick Roudaut,Jan 2019,https://www.ted.com/talks/scott_williams_the_impact_of_a_ted_talk_one_year_later
The importance of diversity in the comic book universe,Dana Kanze,Nov 2018,https://www.ted.com/talks/sana_amanat_the_importance_of_diversity_in_the_comic_book_universe
The importance of emotional tone in the digital age,Michael Bierut,Feb 2018,https://www.ted.com/talks/kareem_yusuf_the_importance_of_emotional_tone_in_the_digital_age
The importance of queer allyship in the classroom,Blitz Bazawule,Dec 2019,https://www.ted.com/talks/coby_everton_the_importance_of_queer_allyship_in_the_classroom
The importance of space lawyers,Guy Harvey,Mar 2019,https://www.ted.com/talks/frans_von_der_dunk_the_importance_of_space_lawyers
The importance of using inclusive language,LeeAnn Renninger,Jan 2020,https://www.ted.com/talks/fahad_saeed_the_importance_of_using_inclusive_language
The importance of visual literacy,Robert Hakiza,Feb 2018,https://www.ted.com/talks/david_hooker_the_importance_of_visual_literacy
The inaccurate link between body ideals and health,Mads Tang-Christensen,Sep 2021,https://www.ted.com/talks/nancy_n_chen_the_inaccurate_link_between_body_ideals_and_health
The incredible cancer-detecting potential of photoacoustic imaging,Rosamund Adoo-Kissi-Debrah,Feb 2022,https://www.ted.com/talks/lei_li_the_incredible_cancer_detecting_potential_of_photoacoustic_imaging
The incredible chemistry powering your smartphone,Eden Girma,Nov 2019,https://www.ted.com/talks/cathy_mulzer_the_incredible_chemistry_powering_your_smartphone
The incredible creativity of deepfakes — and the worrying future of AI,Gus Worland,May 2023,https://www.ted.com/talks/tom_graham_the_incredible_creativity_of_deepfakes_and_the_worrying_future_of_ai
The incredible inventions of intuitive AI,Shah Rukh Khan,Feb 2017,https://www.ted.com/talks/maurice_conti_the_incredible_inventions_of_intuitive_ai
"The incredible potential of flexible, soft robots",Eugenia Cheng,Jun 2018,https://www.ted.com/talks/giada_gerboni_the_incredible_potential_of_flexible_soft_robots
"The incredible, bendable, twistable, expandable elephant trunk",Jens Burchardt,Mar 2021,https://www.ted.com/talks/chase_ladue_and_bruce_a_schulte_the_incredible_bendable_twistable_expandable_elephant_trunk
The infamous overpopulation bet: Simon vs. Ehrlich,Ryan Phelan,Aug 2021,https://www.ted.com/talks/soraya_field_fiorio_the_infamous_overpopulation_bet_simon_vs_ehrlich
The infinite alchemy of storytelling,Miracle Jones,Jun 2021,https://www.ted.com/talks/zahra_al_mahdi_the_infinite_alchemy_of_storytelling
The informal settlements reshaping the world,Susan Graham,Jul 2021,https://www.ted.com/talks/jota_samper_the_informal_settlements_reshaping_the_world
The ingredient in almost everything you eat,Elizabeth Carlen and Joanna Moles,Mar 2022,https://www.ted.com/talks/francesca_bot_the_ingredient_in_almost_everything_you_eat
"The injustice of ""policing for profit"" — and how to end it",David Witzeneder,Apr 2020,https://www.ted.com/talks/dick_m_carpenter_ii_the_injustice_of_policing_for_profit_and_how_to_end_it
The innovations we need to avoid a climate disaster,Joseph Goffman,Mar 2021,https://www.ted.com/talks/bill_gates_the_innovations_we_need_to_avoid_a_climate_disaster
The inside story of ChatGPT's astonishing potential,Margaret Hall,Apr 2023,https://www.ted.com/talks/greg_brockman_the_inside_story_of_chatgpt_s_astonishing_potential
The inside story of the Paris climate agreement,Dave Brain,Apr 2016,https://www.ted.com/talks/christiana_figueres_the_inside_story_of_the_paris_climate_agreement
The inspiring truth in fiction,Nir Eyal,Jan 2018,https://www.ted.com/talks/tomas_elemans_the_inspiring_truth_in_fiction
The intangible effects of walls,Jim Collins,Apr 2020,https://www.ted.com/talks/alexandra_auer_the_intangible_effects_of_walls_jan_2020
The intended consequences of helping nature thrive,Melati Wijsen,Sep 2021,https://www.ted.com/talks/ryan_phelan_the_intended_consequences_of_helping_nature_thrive
The intergenerational wisdom woven into Indigenous stories,Gary Devore,Apr 2021,https://www.ted.com/talks/tai_simpson_the_intergenerational_wisdom_woven_into_indigenous_stories
The internet's accessibility problem — and how to fix it,KC Davis,Dec 2022,https://www.ted.com/talks/clive_loseby_the_internet_s_accessibility_problem_and_how_to_fix_it
The invisible life hidden beneath Antarctica's ice,Chris Fisher,Jul 2020,https://www.ted.com/talks/ariel_waldman_the_invisible_life_hidden_beneath_antarctica_s_ice
The jobs we'll lose to machines — and the ones we won't,Peter Paccone,Aug 2016,https://www.ted.com/talks/anthony_goldbloom_the_jobs_we_ll_lose_to_machines_and_the_ones_we_won_t
The journey through loss and grief,Karla Souza,Jun 2018,https://www.ted.com/talks/jason_b_rosenthal_the_journey_through_loss_and_grief
The joy of shopping — and how to recapture it online,Wendy De La Rosa,Jan 2021,https://www.ted.com/talks/nimisha_jain_the_joy_of_shopping_and_how_to_recapture_it_online
The joy of taking out the trash,Elizabeth Cox,Oct 2020,https://www.ted.com/talks/aparna_nancherla_the_joy_of_taking_out_the_trash
"The joyful, perplexing world of puzzle hunts",Sean Davis,Dec 2018,https://www.ted.com/talks/alex_rosenthal_the_joyful_perplexing_world_of_puzzle_hunts
The joys of amateur aviation,Anne F. Broadbridge,Dec 2018,https://www.ted.com/talks/christian_bailey_the_joys_of_amateur_aviation
The key to a better malaria vaccine,David Cage,Oct 2018,https://www.ted.com/talks/faith_osier_the_key_to_a_better_malaria_vaccine
"The keys to a happier, healthier sex life",Stephen DeBerry,Jul 2018,https://www.ted.com/talks/emily_nagoski_the_keys_to_a_happier_healthier_sex_life
The kingdom hidden in Brazil,Joel Baraka,Dec 2022,https://www.ted.com/talks/marc_adam_hertzman_and_flavio_dos_santos_gomes_the_kingdom_hidden_in_brazil
The language of ballroom culture,Sophia Wallace,Jan 2019,https://www.ted.com/talks/ronald_murray_the_language_of_ballroom_culture
The language of being human,Dr. Phillip Atiba Goff,May 2020,https://www.ted.com/talks/poet_ali_the_language_of_being_human
The language of lying,Camille A. Brown,Sep 2018,https://www.ted.com/talks/noah_zandan_the_language_of_lying
The last chief of the Comanches and the fall of an empire,Wesley Saint Clair,Jul 2020,https://www.ted.com/talks/dustin_tahmahkera_the_last_chief_of_the_comanches_and_the_fall_of_an_empire
The last living members of an extinct species,Shameran Abed,Aug 2020,https://www.ted.com/talks/jan_stejskal_the_last_living_members_of_an_extinct_species
The laws that sex workers really want,David Burkus,May 2016,https://www.ted.com/talks/juno_mac_the_laws_that_sex_workers_really_want
The left brain vs. right brain myth,Daniel Finkel,Sep 2018,https://www.ted.com/talks/elizabeth_waters_the_left_brain_vs_right_brain_myth
The legacy of matriarchs in the Yukon First Nations,Bas Sudmeijer,Dec 2020,https://www.ted.com/talks/kluane_adamek_the_legacy_of_matriarchs_in_the_yukon_first_nations
"The legend of Annapurna, Hindu goddess of nourishment",Lisa Mosconi,Feb 2020,https://www.ted.com/talks/antara_raychaudhuri_and_iseult_gillespie_the_legend_of_annapurna_hindu_goddess_of_nourishment
The lie that invented racism,Far Flung,Sep 2020,https://www.ted.com/talks/john_biewen_the_lie_that_invented_racism
The lies our culture tells us about what matters — and a better way to live,Jasmine Cho,Jun 2019,https://www.ted.com/talks/david_brooks_the_lies_our_culture_tells_us_about_what_matters_and_a_better_way_to_live
The lies we tell pregnant women,Kate Slabosky,Jan 2017,https://www.ted.com/talks/sofia_jawed_wessel_the_lies_we_tell_pregnant_women
The life cycle of a cup of coffee,Nimisha Jain,Jan 2021,https://www.ted.com/talks/a_j_jacobs_the_life_cycle_of_a_cup_of_coffee
The life cycle of a neutron star,Alice Gorman,Feb 2019,https://www.ted.com/talks/david_lunney_the_life_cycle_of_a_neutron_star
The life cycle of a pair of jeans,Peachy Liv,Nov 2021,https://www.ted.com/talks/madhavi_venkatesan_the_life_cycle_of_a_pair_of_jeans
"The life unfolding inside your cells, revealed in 3D",Paco de Leon,Oct 2020,https://www.ted.com/talks/gokul_upadhyayula_the_life_unfolding_inside_your_cells_revealed_in_3d
"The life, legacy & assassination of an African revolutionary",Clarice Phelps,Feb 2020,https://www.ted.com/talks/lisa_janae_bacon_the_life_legacy_assassination_of_an_african_revolutionary
The life-changing power of assistive technologies,Countdown,Dec 2021,https://www.ted.com/talks/jane_velkovski_the_life_changing_power_of_assistive_technologies
The life-saving tech helping mothers make healthy decisions,Alok Sharma,Jun 2021,https://www.ted.com/talks/aparna_hegde_the_life_saving_tech_helping_mothers_make_healthy_decisions
The lifetime stakes of teen mental health,Emma Schachner,Nov 2019,https://www.ted.com/talks/roselinde_kaiser_the_lifetime_stakes_of_teen_mental_health
The likability dilemma for women leaders,Linden Vazey,Apr 2022,https://www.ted.com/talks/robin_hauser_the_likability_dilemma_for_women_leaders_jan_2022
"The link between climate change, health and poverty",Audrey Tang,Jun 2020,https://www.ted.com/talks/cheryl_holder_the_link_between_climate_change_health_and_poverty
The link between fishing cats and mangrove forest conservation,Erika Pinheiro,Oct 2019,https://www.ted.com/talks/ashwin_naidu_the_link_between_fishing_cats_and_mangrove_forest_conservation
The link between inequality and anxiety,Carol Farbotko and Ingrid Boas,Sep 2021,https://www.ted.com/talks/richard_wilkinson_the_link_between_inequality_and_anxiety
The link between menopause and gender inequity at work,Jim Chuchu,Jul 2021,https://www.ted.com/talks/andrea_berchowitz_the_link_between_menopause_and_gender_inequity_at_work
The little risks you can take to increase your luck,Alan Lupack,Aug 2018,https://www.ted.com/talks/tina_seelig_the_little_risks_you_can_take_to_increase_your_luck
The living tech we need to support human life on other planets,Paul Cater Deaton,Jun 2019,https://www.ted.com/talks/lynn_rothschild_the_living_tech_we_need_to_support_human_life_on_other_planets
The lovable (and lethal) sea lion,Why rivals are working together to transform shipping,May 2019,https://www.ted.com/talks/claire_simeone_the_lovable_and_lethal_sea_lion
The magic ingredient that brings Pixar movies to life,eL Seed,Apr 2016,https://www.ted.com/talks/danielle_feinberg_the_magic_ingredient_that_brings_pixar_movies_to_life
